block_height,timestamp,nonce,block_hash,difficulty,target,size,weight,reward,subsidy,fees,tx_count
910199,1755288981,2603991581,00000000000000000001431dc1b87a7f7b309e737deb1d09b8a84d00dc50ecbf,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1597116,3993579,317527886,312500000,5027886,3878
910200,1755289228,3729473389,00000000000000000001ad1a0d517fb1a91ce4e4f13a4e5a76e8bdbf20ce1c94,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1556307,3993708,315306821,312500000,2806821,2241
910201,1755289319,2523492823,000000000000000000014dfbf08735f96f07096aa07e38759262d17c3cf1fbd3,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1531508,3992837,314357549,312500000,1857549,1805
910202,1755289437,4008089510,00000000000000000001f5c47b9d23f924cab62b5adc2427f7f93b803faa710b,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1888083,3993585,313502705,312500000,1002705,3138
910203,1755291013,309115761,00000000000000000000eafa8dbef764c0c7ce2d573adfbc6400f44799ea0052,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1582097,3993905,317498804,312500000,4998804,3914
910204,1755291692,2921222660,000000000000000000019cfdd265442ddf3ec8172b3b7902a0263e3b85aa333e,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1559507,3993704,315993947,312500000,3493947,2859
910205,1755292404,1131580220,000000000000000000006c46ca7122367813f408a1d51722dfb1ff82145fda4b,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1575120,3993684,315832957,312500000,3332957,2779
910206,1755293437,763065714,0000000000000000000144a0d1cea65561c399149ef7f838bacf435b9301cd80,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1646512,3993460,316231384,312500000,3731384,3147
910207,1755293546,2622167324,00000000000000000001c80052eadc32a249565f7569d9a108dd379c5373050e,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1518416,3998267,314090459,312500000,1590459,2039
910208,1755293698,136547119,00000000000000000000a735ccf601ca055124f9cc7265130bf3fde7082645a3,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1823677,3993550,313830328,312500000,1330328,3257
910209,1755296339,3643133370,00000000000000000000571e674d11b2ee12f648cd235c7e4ae91204e4540c50,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1523196,3993351,319285827,312500000,6785827,3993
910210,1755298791,1433549978,000000000000000000022a7d57ca06faf6add3a6174e07f228961e9d07bea2d3,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1479873,3993804,319026420,312500000,6526420,3747
910211,1755299758,1002242093,00000000000000000000aa07da8998ecf547be6795004e0b271081a60cadb0b6,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1578874,3993952,317554628,312500000,5054628,4534
910212,1755301153,170333036,00000000000000000001d06bfec204f19f90c3769c5bbbaa73eb8c21c908504f,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1557032,3993785,318278250,312500000,5778250,4058
910213,1755301630,1065060388,00000000000000000002216ad629daf5de0836da541ec494a9ae5dcc343da163,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1469128,3993895,316626939,312500000,4126939,2778
910214,1755301751,3147536658,00000000000000000002244cb539b6452acd594304aae42445c4a3c70e9a24b0,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1762870,3994102,314995172,312500000,2495172,2250
910215,1755301879,1274149983,0000000000000000000225301406fd3acf37d33e9e6cd6bee71d93eb5aa4dd8e,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1548146,3993692,314955617,312500000,2455617,1253
910216,1755301890,2208126835,00000000000000000000167281e2b71d64d3fa3029984982b028e5a8faeb0f02,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1905504,3993630,313418633,312500000,918633,2854
910217,1755301989,1866652015,000000000000000000005950b6faf4b1adf12c615e01fedf6c2ef2e20b67fae7,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1724598,3993264,313197023,312500000,697023,4688
910218,1755304943,42293805,00000000000000000001d4bdd2800ee8dec00cf4460484cc7684f593cc4fb301,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1558945,3992983,319054958,312500000,6554958,4009
910219,1755305703,4250785082,0000000000000000000093ec7af137cb4b1045870b76bb15f8b7c4b391e54bcf,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1578336,3993714,316658870,312500000,4158870,3714
910220,1755306263,3251323432,000000000000000000000c871f9f07c54de4d49d3497022419d1ccf12846cf9a,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1449144,3993582,315645852,312500000,3145852,2120
910221,1755308092,931476831,000000000000000000005577edfe273b72f59aa1b4a51c8636a5481fc0de213c,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1550767,3993634,317408305,312500000,4908305,3882
910222,1755308346,1426613108,000000000000000000007e2ddcfc40402f9a52b94762b1582d83e9ea92bb09fa,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1646449,3993985,314471594,312500000,1971594,2245
910223,1755308513,775215866,0000000000000000000114e90c5050646685bcd8541ff9bb1a60ff2e6a060b3b,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1542657,3993687,313981168,312500000,1481168,2025
910224,1755308627,1281011382,00000000000000000002165010a9734c46da7e17cc8ac49a07b7d0bbbe3fb30b,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2160229,3993658,313170062,312500000,670062,3245
910225,1755308856,3628297777,00000000000000000000accf45bd90faf26e0334ed060c78f7064cdafd821088,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1689320,3993272,313633762,312500000,1133762,4133
910226,1755309872,2645816219,00000000000000000001596ac08a2947e020e9eb2305b9da6a384d0100c2dc10,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1670644,3993937,315550155,312500000,3050155,2446
910227,1755310794,2368333528,0000000000000000000192f27b89db5be30cd9905c7402079d2342c565b9b3a6,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1861101,3993270,315052980,312500000,2552980,2377
910228,1755311075,2523318382,00000000000000000001be9530191e87d08219d134b01e5d592d526bed68a54d,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2134620,3993672,314127121,312500000,1627121,1049
910229,1755312587,55875217,00000000000000000000abbea8630ec86778d9de8c998c96ee432275e30efcd1,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1572915,3995181,316193050,312500000,3693050,2916
910230,1755313080,4021727272,00000000000000000001de32c4cd8883c64cdf7bc424a3b867c47cc0c51cbb1a,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1743343,3993556,315198479,312500000,2698479,1818
910231,1755313526,215127261,000000000000000000003bb7edcec35e3a1ace3d8582359046c7f850719192d7,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1998749,3993668,314661238,312500000,2161238,1505
910232,1755314239,2881034244,00000000000000000001d265b90d44ded362eb692d938eb20245385d4eb5993b,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1836685,3993757,314743527,312500000,2243527,1825
910233,1755314591,3410602122,0000000000000000000221c6e7543a4bb3c6e249824bc0fe97e506f06d5efa8f,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2157621,3993621,314064739,312500000,1564739,1096
910234,1755314788,127399768,0000000000000000000018bf43c9712d00066ff2c81a97f274d01b21b88fbd53,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2103012,3993780,313885073,312500000,1385073,700
910235,1755315314,1027407978,0000000000000000000142a1e7ed76e4fdb8b5a10670dd234fd324549f8c6269,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1822700,3993869,314726562,312500000,2226562,1363
910236,1755318050,1352842972,0000000000000000000124f71a91845e014e5f7573ce4c7cb46880324af5ce01,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1548728,3994106,317812654,312500000,5312654,3704
910237,1755318967,2346534375,00000000000000000000ac77ae6331bb05bce5beb4b3c727e63ec52dc5d82c14,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1635505,3998302,315867678,312500000,3367678,2726
910238,1755319157,1120051186,00000000000000000002169a9d9109ae65eb68f0cfbac2be4aa92354551a08a8,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2026831,3993781,313976584,312500000,1476584,1241
910239,1755319587,2588332386,000000000000000000008cb75c82bf01b49f724b33ed12eb98795a55f1617898,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1878269,3993857,314884423,312500000,2384423,1371
910240,1755319604,1375703601,00000000000000000001c32fa9624e1376d1a43693076dc17ce45d46f7e609fd,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,3984153,3995214,314504974,312500000,2004974,24
910241,1755320283,1542691987,0000000000000000000154ed353d8ab2b2f488331db4f580243b5ecc42a9e78a,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1788729,3998160,314575577,312500000,2075577,1577
910242,1755321392,1780328113,000000000000000000018c9508b95ec9eb2a3b926cf93546d96ccd1523cb89fb,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1681947,3993681,315434979,312500000,2934979,2439
910243,1755321763,2927455898,0000000000000000000169994238f060d5220d770be859b375bc36fd196f7d1c,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2123035,3993826,314187088,312500000,1687088,1239
910244,1755322242,3330926668,00000000000000000001339a30266e59514a74f9b0f89cc431e4582c5a10793d,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2015870,3993908,314356140,312500000,1856140,1294
910245,1755322710,1441661434,000000000000000000013b5233719f682cac57c2af3a98fa6592c834e7f12ae2,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1974423,3993561,314455585,312500000,1955585,1251
910246,1755324204,2739300644,00000000000000000001d2da53d1455e59b7d8e6c00ebd5fbab85f098eb552d5,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1713890,3993392,316099921,312500000,3599921,3163
910247,1755325943,2492449838,000000000000000000009212c98620bafcc9cf4e89ed8553a049bf5e570afda3,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1621377,3993894,316935555,312500000,4435555,3312
910248,1755326249,1487840256,0000000000000000000122d81653fd6455ce188377d00cf9edaedf3956e00b7e,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1982862,3992736,314341853,312500000,1841853,1582
910249,1755326412,2134458551,00000000000000000001987ac4d5eafa563e8a68f8545e81d23d27a5f3185d87,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2200218,3993456,313849496,312500000,1349496,780
910250,1755326493,1481860222,00000000000000000001b859dabf8f7f101cd66163f739a87be231e47d0717a0,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2174425,3994132,313726184,312500000,1226184,479
910251,1755326509,2474899802,00000000000000000000f862e843d5727b7ea3bffb192714eab8c02d514a374a,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1893627,3993642,312931664,312500000,431664,4800
910252,1755326512,2290947511,00000000000000000000797b33f77a50aa8aed124fba291421f725cfa7d08b56,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2614885,3993478,312825660,312500000,325660,2872
910253,1755326893,1769190976,00000000000000000001400d105d7b4132b9286c04e22fb526ea566803f302d3,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,641833,1684132,313632283,312500000,1132283,1211
910254,1755327466,789811658,000000000000000000000d4187518c808bb78ab717171290314a9ea3d5801c16,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1666502,3993497,313956895,312500000,1456895,3920
910255,1755328024,4056105572,000000000000000000011320c66f141cc974b6e0e2a42a28173b01e4323ba39f,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1716263,3993683,313914682,312500000,1414682,3922
910256,1755328031,4042668483,000000000000000000005ae731100d3e6c02d41e3b14e0278f21daf8ed407169,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2389185,3992874,312845079,312500000,345079,3369
910257,1755328178,3571981042,0000000000000000000036c077bd15d7cb202fd1b49dda04ba8d25389b501192,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2390832,3993453,313265570,312500000,765570,2890
910258,1755329354,3134312739,00000000000000000001c14f66573a0410809b0fcf168c4fdc3d3fb8975907c4,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1586271,3993900,315336585,312500000,2836585,3008
910259,1755329533,382787005,000000000000000000016953efd4f62e6b5cbfc81230d008af578fe1fca6cbd2,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1783146,3993390,313327928,312500000,827928,4007
910260,1755330021,2245626975,00000000000000000000e7951b5e9e9cac28c1254bb399bcc13d25bf47b08146,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1869425,3993278,313800445,312500000,1300445,4096
910261,1755331078,2160604298,00000000000000000001bb1e9ebad64a094da834432156d9f456ef20ae9e7fc8,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1585134,3993282,314932209,312500000,2432209,2861
910262,1755332138,2612366348,0000000000000000000212abe42fb46748d21d5d0c9411e0855ba24d368b045d,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1896484,3998335,315808354,312500000,3308354,2617
910263,1755332200,847318008,00000000000000000000d59dff3fa954e58c2386ea27adb88e33fb60291669bc,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1744548,3993852,313003190,312500000,503190,4721
910264,1755333041,1846360640,00000000000000000001916f2961c936d90d39779ae8b7eaf5c15ec68459d08c,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1300107,3163578,314797133,312500000,2297133,2531
910265,1755333335,2313373019,00000000000000000001fdaa42776734b100fba2e86e60e49cd1ede4a30fc9fb,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1729812,3992901,313413071,312500000,913071,4560
910266,1755333799,4157764610,0000000000000000000120a064f8992e915592d48f7e6a0967059c41d5603825,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1650609,3992871,313941286,312500000,1441286,3595
910267,1755333992,509993252,000000000000000000015ff1dbf8c6c11b2e0a7cb9b61eb2cf16f9580499ac98,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1728912,3993672,313344630,312500000,844630,4317
910268,1755334453,493711391,000000000000000000005cf620f1cdd40d57afddc7517b8f18715465cbb76c4e,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,848377,2013745,313778876,312500000,1278876,1363
910269,1755334758,2906599994,000000000000000000013cb19b05125840190c02f813b1ea919b0eecf25da4ec,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1680163,3993160,313459515,312500000,959515,4407
910270,1755335160,2009115032,000000000000000000011138448f6ab33b954ea746b2049f5e47736d3c6f6d0e,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1711280,3993983,313925746,312500000,1425746,3882
910271,1755335711,1201808017,00000000000000000001082500467ace7469a671f970ce9a2eac817e200ce5f0,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1411907,3401543,314462310,312500000,1962310,2045
910272,1755335957,510849373,000000000000000000000d63326e46c1573f5d4c2deb76121d24a224464f7370,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1744847,3992978,313342449,312500000,842449,4462
910273,1755336574,3547891632,00000000000000000001d216e8a8cea165d29f7fd1a77b36b021c7271f18926b,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1682004,3993141,314164013,312500000,1664013,4204
910274,1755336795,1118032535,00000000000000000001ea509ceede634ab9d8dcc517d42173801b870b461ec3,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,491870,1062926,313045686,312500000,545686,765
910275,1755336895,3237406360,0000000000000000000057e3359f50a3f7a88174d5ae8b37d331ea30391b8364,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1740051,3993063,313082503,312500000,582503,4780
910276,1755337696,3073212648,00000000000000000001fb89b49e18ea1960307d17feda1ff7b86951b50446ad,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1616552,3993530,314531347,312500000,2031347,3751
910277,1755338706,1654873161,000000000000000000022284f65dce531f5f7babfc726fb81789e217ec443aaf,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1384116,3418566,315173182,312500000,2673182,2984
910278,1755338717,1721081910,0000000000000000000150c6728f30d9471f3593a5e39614f586cf3a9fcea426,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1787463,3993156,312897528,312500000,397528,5011
910279,1755340009,2172371780,0000000000000000000159d046ac8c5886171333b43086c5d2e82309983508e5,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1655200,3993601,315377255,312500000,2877255,3461
910280,1755340188,833434437,000000000000000000002d1c90b1f5cbab85c7fca509be39413dceaa56a0951f,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1754410,3993922,313357415,312500000,857415,5026
910281,1755342093,3353872562,00000000000000000001675c2eb434cdb56d0f54dd93fdf524d3ca4979bd211f,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1621869,3993765,317327409,312500000,4827409,3626
910282,1755342454,1904210452,00000000000000000001dc4c0a3f3af3f0560f08cf743d97575a0ace4f6be1fd,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1670928,3993186,314618781,312500000,2118781,2533
910283,1755342965,2369622346,00000000000000000000718f8c1abdee4905724ebaa7d61f2c564daf8059fde1,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1748541,3993828,314592292,312500000,2092292,4879
910284,1755342975,3051498446,0000000000000000000203ed6a9e28448a381cdc84ae72d893ecb3a1bfb7c255,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,657626,1599707,313005956,312500000,505956,981
910285,1755343265,1600990704,000000000000000000017d52258521fedcb21ee23b229ca553cd6ae7f2978fda,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1700881,3993295,313706144,312500000,1206144,4194
910286,1755343591,1276593454,00000000000000000001254eebe7eaf7e8acf177b1e730de18c8aace27864cc1,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1720941,3993060,313522653,312500000,1022653,4068
910287,1755343702,411476291,000000000000000000002cdfa7936e8f6f8f50f729261a453bfee92116c41407,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1747402,3993661,313281231,312500000,781231,3730
910288,1755343863,2927087967,00000000000000000002113bf455d1045bba24662ab4811373e9c9673d204f39,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,337127,791516,313040896,312500000,540896,578
910289,1755344165,2977184220,00000000000000000000ed1bd006e334c97d00d7ae662dd7e4c6ddf7a7089935,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,492456,1327515,313422148,312500000,922148,923
910290,1755345231,503438534,00000000000000000001c57e04746d753ea5f11d25f1ce550e9dd37216b5ad51,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1722107,3993341,315382999,312500000,2882999,3021
910291,1755345243,972540707,0000000000000000000219a67bdbdfc64127c715514363e3b3021150c888ce08,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1737847,3993076,312859174,312500000,359174,4812
910292,1755345390,1767625356,00000000000000000000924489853f46b4cfbf89c830cb10eba15389ed86c957,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1950842,3994019,313209885,312500000,709885,2283
910293,1755345715,2695999152,000000000000000000000c776871215cf5c0f15e946d98ec5e28bd14742138dd,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1818809,3993323,314104616,312500000,1604616,1861
910294,1755345937,3132078103,0000000000000000000046f92f1673f5e6e9196bcf0867a6d8192aae3b93b8a7,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1995248,3993806,313506663,312500000,1006663,1447
910295,1755346350,3354902845,00000000000000000000220f1847a939c243dda1015b173d99ba80b3ababd60e,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1962748,3993643,313887473,312500000,1387473,2177
910296,1755346568,1420789584,000000000000000000013881dd91ebf6ac6c10d4f053487be2ceb549360b8630,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1984423,3993625,313305855,312500000,805855,1394
910297,1755346697,4288095806,000000000000000000016d8c0969be02a726850b9587489d76b1688278b44380,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,151287,388500,312767562,312500000,267562,517
910298,1755347663,1292713056,00000000000000000001534d38584bbcf7194ec38bee33a8f92066dddf30b72f,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1570317,3993684,315354601,312500000,2854601,3982
910299,1755348627,2676834331,000000000000000000010d459b3c7153462a1163de2c305e16e3f065522f187d,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1337228,3451583,315262227,312500000,2762227,3272
910300,1755348740,815427650,0000000000000000000154be59eb12af1085850f76854578a68427b3d83d7abe,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1952943,3993717,313055499,312500000,555499,2830
910301,1755350902,1143772726,000000000000000000001b6f5ea72ad13d99381a549df6535c47bd93b9368eca,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1598656,3998347,317783950,312500000,5283950,4250
910302,1755351058,3521014878,0000000000000000000161a5fdba29e7ac359cd7f929b8193cc7e9fd9a1052e6,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1605154,3993277,314194656,312500000,1694656,2833
910303,1755351805,3728171083,00000000000000000001706c38ec2c5b9d556944f55a0607c576ed0358079719,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1315081,3442480,314967588,312500000,2467588,2764
910304,1755351845,3390494785,00000000000000000001525627017f53ad702859fb6f12c0559deeab1b76988e,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1793267,3993605,313060589,312500000,560589,4978
910305,1755352010,1929874450,00000000000000000001fcb3e95509a79395c6bca1d2d1b54a9b01a6a4244732,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1704936,3993639,313590629,312500000,1090629,3685
910306,1755352721,1234242133,0000000000000000000153d08bff7c816eb0a9584a60520ab12c8ad9d0bfe35f,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1350814,3338071,315638677,312500000,3138677,2724
910307,1755352765,1723833616,00000000000000000001195eb79da97af6dfc01a8d8fb0939b324bbd40083b38,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1862954,3993599,313077951,312500000,577951,4144
910308,1755352830,1552054741,000000000000000000011265344ad9d029e8432bd5b14b3ba65e72c7ca4b054c,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2037436,3993883,313335353,312500000,835353,1300
910309,1755354527,138114417,00000000000000000001d9cf4f50da3314bd0143c0d6d8b1858ae69645958e99,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1557606,3997080,319247909,312500000,6747909,3796
910310,1755354935,3804044418,0000000000000000000082ba2fcc99ec1d92f284e8eac279c13010947b4e34ff,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1677413,3993728,314519094,312500000,2019094,3075
910311,1755355406,1939471375,00000000000000000000b31cba0ef904c2429688238c87f9c00c011a9f0cf070,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1710569,3993281,314656573,312500000,2156573,3888
910312,1755356585,1738762242,000000000000000000016e85ebce6b74e1963e0d9e19b19825d05df247b88cd5,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1531996,3993580,316830616,312500000,4330616,3748
910313,1755357112,1375856762,000000000000000000011abb31f28ac7b3fd6ac88176c4335a0ad863b40ecf37,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1263478,3305722,314519296,312500000,2019296,2454
910314,1755357532,3451788601,00000000000000000001d43c5d1c2e676e8da53c1bece540954a13606bd36ac9,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,936564,2403564,314209405,312500000,1709405,1736
910315,1755357718,1001981239,000000000000000000012dff1f1405986076787e124e6e8eb155e1510dde166c,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1699298,3993560,313762915,312500000,1262915,4134
910316,1755357899,2829099520,000000000000000000015db4fa723da0553f4c1b1e85af63b73e0b0f173da118,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,314990,796493,313037234,312500000,537234,747
910317,1755357910,3838438762,000000000000000000003bac8dc61033e5e092b0979026e5ae66cfb107ca308b,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,3980113,3995266,314508665,312500000,2008665,31
910318,1755358585,3404696679,00000000000000000000577a9a4763bdf247f244eab5e45c4f1bcd491619e0d1,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1637721,3993450,315510501,312500000,3010501,3430
910319,1755358646,2776355128,000000000000000000019caeac8b9d5ae35f8987dc4075f1c725914b6d81eeb7,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,2189141,3993863,312882635,312500000,382635,1592
910320,1755359255,2603378649,000000000000000000008105e78ff707c7512ab69a87eae8b995c2d58745eea7,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1637019,3993711,314637462,312500000,2137462,3116
910321,1755359957,2527784478,000000000000000000019034b6c32517b43bec92d2f89957d3938229b5910d65,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1882179,3993708,314500993,312500000,2000993,3125
910322,1755360547,2781556553,00000000000000000001039547176d42d7e32208dd84fded0d297010ce27c92a,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1784521,3993553,314694149,312500000,2194149,2780
910323,1755360899,3134023951,0000000000000000000039d768170a127acab4590e55c667c9d1d1593ac84e29,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1655459,3993383,313859119,312500000,1359119,3750
910324,1755360991,1616334080,00000000000000000000602837585e26777da07a52f077971506e139b05edff3,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1773167,3993155,313098959,312500000,598959,4152
910325,1755361308,3617861137,0000000000000000000111905f2d33d25af10fe76e4946ae5d9bed1facc0e2a1,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1943510,3993545,313672774,312500000,1172774,1921
910326,1755362286,60402200,000000000000000000006362118b366859f13e1d4c426bac10497d49f536d723,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1411398,3994074,315410351,312500000,2910351,3111
910327,1755362516,1399844693,00000000000000000001aa375ec5c59fdca3bd1d5bfa647603bd39b6d82dfccc,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1066394,3993938,313750466,312500000,1250466,512
910328,1755362844,2504038988,000000000000000000002376ac8b7064d0b7bb8225ed5e78ea891a1c1018559a,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1293698,3993989,315365890,312500000,2865890,1971
910329,1755362969,1188612045,0000000000000000000003bff280e090f443c823070e347cda25fe9a52e0426b,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1093094,3993755,313816472,312500000,1316472,609
910330,1755363086,1899459974,000000000000000000012713ff77cdad347a20d0271b9a66ade3a4d575703ec1,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1110411,3993996,313817890,312500000,1317890,791
910331,1755363582,3346273053,000000000000000000015663657d5a6f41ea0a0b3e9842c746a7f406d7e04b03,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1613877,3993684,314440656,312500000,1940656,2930
910332,1755366168,2324786465,00000000000000000001e3ef1d33f0e184c24894a148e82db54d16c1260bf47d,129435235580344.8,000000000000000000022cb30000000020000000000000000000000000000000,1541157,3993645,319658366,312500000,7158366,3980
